year,month,week,Zip Code,sale,Clean Alternative Fuel Vehicle Type
2016,12,51,98642.0,67,Battery Electric Vehicle (BEV)
2016,12,51,98642.0,68,Plug-in Hybrid Electric Vehicle (PHEV)
2017,1,3,98642.0,70,Plug-in Hybrid Electric Vehicle (PHEV)
2017,2,7,98642.0,71,Battery Electric Vehicle (BEV)
2017,3,9,98642.0,72,Plug-in Hybrid Electric Vehicle (PHEV)
2017,3,13,98642.0,76,Battery Electric Vehicle (BEV)
2017,4,14,98642.0,77,Battery Electric Vehicle (BEV)
2017,4,17,98642.0,78,Plug-in Hybrid Electric Vehicle (PHEV)
2017,5,19,98642.0,79,Battery Electric Vehicle (BEV)
2017,5,19,98642.0,80,Plug-in Hybrid Electric Vehicle (PHEV)
2017,6,26,98642.0,81,Battery Electric Vehicle (BEV)
2017,7,28,98642.0,82,Plug-in Hybrid Electric Vehicle (PHEV)
2017,7,29,98642.0,83,Plug-in Hybrid Electric Vehicle (PHEV)
2017,8,32,98642.0,84,Plug-in Hybrid Electric Vehicle (PHEV)
2017,8,34,98642.0,85,Battery Electric Vehicle (BEV)
2017,8,35,98642.0,87,Battery Electric Vehicle (BEV)
2017,10,40,98642.0,89,Battery Electric Vehicle (BEV)
2017,12,50,98642.0,90,Battery Electric Vehicle (BEV)
2018,3,12,98642.0,91,Battery Electric Vehicle (BEV)
2018,3,13,98642.0,92,Plug-in Hybrid Electric Vehicle (PHEV)
2018,4,16,98642.0,93,Battery Electric Vehicle (BEV)
2018,4,16,98642.0,94,Plug-in Hybrid Electric Vehicle (PHEV)
2018,4,17,98642.0,95,Battery Electric Vehicle (BEV)
2018,5,18,98642.0,96,Battery Electric Vehicle (BEV)
2018,5,20,98642.0,97,Plug-in Hybrid Electric Vehicle (PHEV)
2018,5,21,98642.0,98,Plug-in Hybrid Electric Vehicle (PHEV)
2018,6,23,98642.0,99,Plug-in Hybrid Electric Vehicle (PHEV)
2018,6,24,98642.0,100,Battery Electric Vehicle (BEV)
2018,6,24,98642.0,101,Plug-in Hybrid Electric Vehicle (PHEV)
2018,6,25,98642.0,102,Battery Electric Vehicle (BEV)
2018,7,27,98642.0,103,Battery Electric Vehicle (BEV)
2018,7,30,98642.0,104,Battery Electric Vehicle (BEV)
2018,8,34,98642.0,105,Plug-in Hybrid Electric Vehicle (PHEV)
2018,8,35,98642.0,106,Battery Electric Vehicle (BEV)
2018,8,35,98642.0,108,Plug-in Hybrid Electric Vehicle (PHEV)
2018,9,39,98642.0,109,Battery Electric Vehicle (BEV)
2018,10,41,98642.0,111,Battery Electric Vehicle (BEV)
2018,10,42,98642.0,112,Plug-in Hybrid Electric Vehicle (PHEV)
2018,10,43,98642.0,113,Battery Electric Vehicle (BEV)
2018,10,43,98642.0,114,Plug-in Hybrid Electric Vehicle (PHEV)
2018,11,45,98642.0,115,Battery Electric Vehicle (BEV)
2018,11,45,98642.0,116,Plug-in Hybrid Electric Vehicle (PHEV)
2018,11,47,98642.0,117,Plug-in Hybrid Electric Vehicle (PHEV)
2018,11,48,98642.0,118,Plug-in Hybrid Electric Vehicle (PHEV)
2018,12,49,98642.0,119,Battery Electric Vehicle (BEV)
2018,12,50,98642.0,120,Battery Electric Vehicle (BEV)
2018,12,50,98642.0,121,Plug-in Hybrid Electric Vehicle (PHEV)
2018,12,51,98642.0,122,Battery Electric Vehicle (BEV)
2018,12,52,98642.0,123,Plug-in Hybrid Electric Vehicle (PHEV)
2019,1,1,98642.0,124,Plug-in Hybrid Electric Vehicle (PHEV)
2019,1,3,98642.0,125,Battery Electric Vehicle (BEV)
2019,1,4,98642.0,126,Battery Electric Vehicle (BEV)
2019,2,9,98642.0,127,Battery Electric Vehicle (BEV)
2019,4,17,98642.0,128,Battery Electric Vehicle (BEV)
2019,5,18,98642.0,129,Battery Electric Vehicle (BEV)
2019,5,21,98642.0,130,Battery Electric Vehicle (BEV)
2019,5,21,98642.0,131,Plug-in Hybrid Electric Vehicle (PHEV)
2019,6,26,98642.0,132,Battery Electric Vehicle (BEV)
2019,7,27,98642.0,133,Battery Electric Vehicle (BEV)
2019,7,30,98642.0,134,Battery Electric Vehicle (BEV)
2019,8,33,98642.0,135,Battery Electric Vehicle (BEV)
2019,8,34,98642.0,136,Battery Electric Vehicle (BEV)
2019,9,37,98642.0,137,Battery Electric Vehicle (BEV)
2019,9,39,98642.0,138,Battery Electric Vehicle (BEV)
2019,10,40,98642.0,139,Battery Electric Vehicle (BEV)
2019,10,40,98642.0,140,Plug-in Hybrid Electric Vehicle (PHEV)
2019,10,41,98642.0,141,Battery Electric Vehicle (BEV)
2019,10,42,98642.0,142,Battery Electric Vehicle (BEV)
2019,11,47,98642.0,143,Battery Electric Vehicle (BEV)
2019,11,47,98642.0,144,Plug-in Hybrid Electric Vehicle (PHEV)
2019,11,48,98642.0,145,Plug-in Hybrid Electric Vehicle (PHEV)
2019,12,49,98642.0,146,Plug-in Hybrid Electric Vehicle (PHEV)
2019,12,50,98642.0,147,Battery Electric Vehicle (BEV)
2019,12,51,98642.0,148,Battery Electric Vehicle (BEV)
2019,12,52,98642.0,149,Plug-in Hybrid Electric Vehicle (PHEV)
2020,1,1,98642.0,151,Battery Electric Vehicle (BEV)
2020,1,2,98642.0,152,Battery Electric Vehicle (BEV)
2020,1,3,98642.0,153,Battery Electric Vehicle (BEV)
2020,1,5,98642.0,154,Battery Electric Vehicle (BEV)
2020,2,5,98642.0,155,Battery Electric Vehicle (BEV)
2020,2,6,98642.0,157,Battery Electric Vehicle (BEV)
2020,2,8,98642.0,159,Battery Electric Vehicle (BEV)
2020,3,12,98642.0,160,Plug-in Hybrid Electric Vehicle (PHEV)
2020,4,15,98642.0,161,Battery Electric Vehicle (BEV)
2020,4,17,98642.0,162,Plug-in Hybrid Electric Vehicle (PHEV)
2020,5,22,98642.0,163,Battery Electric Vehicle (BEV)
2020,6,23,98642.0,164,Battery Electric Vehicle (BEV)
2020,6,24,98642.0,165,Plug-in Hybrid Electric Vehicle (PHEV)
2020,6,26,98642.0,166,Battery Electric Vehicle (BEV)
2020,6,26,98642.0,167,Plug-in Hybrid Electric Vehicle (PHEV)
2020,7,29,98642.0,168,Battery Electric Vehicle (BEV)
2020,7,31,98642.0,169,Battery Electric Vehicle (BEV)
2020,8,32,98642.0,170,Battery Electric Vehicle (BEV)
2020,8,34,98642.0,171,Plug-in Hybrid Electric Vehicle (PHEV)
2020,8,35,98642.0,172,Battery Electric Vehicle (BEV)
2020,8,35,98642.0,173,Plug-in Hybrid Electric Vehicle (PHEV)
2020,8,36,98642.0,174,Battery Electric Vehicle (BEV)
2020,9,37,98642.0,175,Battery Electric Vehicle (BEV)
2020,9,38,98642.0,177,Battery Electric Vehicle (BEV)
2020,10,40,98642.0,179,Battery Electric Vehicle (BEV)
2020,10,41,98642.0,181,Battery Electric Vehicle (BEV)
2020,10,41,98642.0,182,Plug-in Hybrid Electric Vehicle (PHEV)
2020,10,42,98642.0,183,Battery Electric Vehicle (BEV)
2020,10,44,98642.0,184,Plug-in Hybrid Electric Vehicle (PHEV)
2020,11,45,98642.0,185,Battery Electric Vehicle (BEV)
2020,11,46,98642.0,187,Battery Electric Vehicle (BEV)
2020,11,47,98642.0,188,Battery Electric Vehicle (BEV)
2020,11,47,98642.0,190,Plug-in Hybrid Electric Vehicle (PHEV)
2020,12,49,98642.0,191,Battery Electric Vehicle (BEV)
2020,12,50,98642.0,192,Battery Electric Vehicle (BEV)
2020,12,51,98642.0,193,Battery Electric Vehicle (BEV)
2020,12,51,98642.0,194,Plug-in Hybrid Electric Vehicle (PHEV)
2020,12,52,98642.0,195,Plug-in Hybrid Electric Vehicle (PHEV)
2021,1,1,98642.0,196,Battery Electric Vehicle (BEV)
2021,1,2,98642.0,197,Battery Electric Vehicle (BEV)
2021,1,2,98642.0,198,Plug-in Hybrid Electric Vehicle (PHEV)
2021,1,4,98642.0,199,Battery Electric Vehicle (BEV)
2021,2,5,98642.0,201,Battery Electric Vehicle (BEV)
2021,2,6,98642.0,202,Battery Electric Vehicle (BEV)
2021,2,8,98642.0,204,Battery Electric Vehicle (BEV)
2021,3,10,98642.0,205,Battery Electric Vehicle (BEV)
2021,3,11,98642.0,206,Battery Electric Vehicle (BEV)
2021,3,11,98642.0,207,Plug-in Hybrid Electric Vehicle (PHEV)
2021,3,12,98642.0,208,Battery Electric Vehicle (BEV)
2021,4,14,98642.0,209,Battery Electric Vehicle (BEV)
2021,4,15,98642.0,210,Battery Electric Vehicle (BEV)
2021,4,16,98642.0,211,Battery Electric Vehicle (BEV)
2021,4,17,98642.0,212,Battery Electric Vehicle (BEV)
2021,5,18,98642.0,213,Battery Electric Vehicle (BEV)
2021,5,19,98642.0,216,Battery Electric Vehicle (BEV)
2021,5,20,98642.0,217,Battery Electric Vehicle (BEV)
2021,5,20,98642.0,219,Plug-in Hybrid Electric Vehicle (PHEV)
2021,5,21,98642.0,220,Battery Electric Vehicle (BEV)
2021,6,23,98642.0,221,Battery Electric Vehicle (BEV)
2021,6,23,98642.0,223,Plug-in Hybrid Electric Vehicle (PHEV)
2021,6,24,98642.0,224,Battery Electric Vehicle (BEV)
2021,6,25,98642.0,225,Battery Electric Vehicle (BEV)
2021,6,26,98642.0,226,Battery Electric Vehicle (BEV)
2021,6,26,98642.0,228,Plug-in Hybrid Electric Vehicle (PHEV)
2021,7,28,98642.0,229,Battery Electric Vehicle (BEV)
2021,7,28,98642.0,230,Plug-in Hybrid Electric Vehicle (PHEV)
2021,7,29,98642.0,231,Battery Electric Vehicle (BEV)
2021,7,29,98642.0,232,Plug-in Hybrid Electric Vehicle (PHEV)
2021,8,31,98642.0,233,Battery Electric Vehicle (BEV)
2021,8,33,98642.0,234,Battery Electric Vehicle (BEV)
2021,8,34,98642.0,235,Battery Electric Vehicle (BEV)
2021,9,35,98642.0,236,Battery Electric Vehicle (BEV)
2021,9,36,98642.0,237,Battery Electric Vehicle (BEV)
2021,9,38,98642.0,238,Battery Electric Vehicle (BEV)
2021,9,39,98642.0,239,Battery Electric Vehicle (BEV)
2021,10,39,98642.0,240,Battery Electric Vehicle (BEV)
2021,10,40,98642.0,241,Battery Electric Vehicle (BEV)
2021,10,41,98642.0,242,Battery Electric Vehicle (BEV)
2021,10,41,98642.0,243,Plug-in Hybrid Electric Vehicle (PHEV)
2021,10,42,98642.0,244,Plug-in Hybrid Electric Vehicle (PHEV)
2021,10,43,98642.0,245,Battery Electric Vehicle (BEV)
2021,10,43,98642.0,246,Plug-in Hybrid Electric Vehicle (PHEV)
2021,11,44,98642.0,247,Battery Electric Vehicle (BEV)
2021,11,45,98642.0,248,Battery Electric Vehicle (BEV)
2021,11,46,98642.0,249,Battery Electric Vehicle (BEV)
2021,11,46,98642.0,250,Plug-in Hybrid Electric Vehicle (PHEV)
2021,11,47,98642.0,252,Battery Electric Vehicle (BEV)
2021,11,48,98642.0,253,Battery Electric Vehicle (BEV)
2021,11,48,98642.0,254,Plug-in Hybrid Electric Vehicle (PHEV)
2021,12,48,98642.0,256,Battery Electric Vehicle (BEV)
2021,12,49,98642.0,257,Battery Electric Vehicle (BEV)
2021,12,49,98642.0,258,Plug-in Hybrid Electric Vehicle (PHEV)
2021,12,50,98642.0,259,Battery Electric Vehicle (BEV)
2021,12,50,98642.0,260,Plug-in Hybrid Electric Vehicle (PHEV)
2021,12,51,98642.0,272,Battery Electric Vehicle (BEV)
2021,12,52,98642.0,273,Battery Electric Vehicle (BEV)
2022,1,1,98642.0,274,Battery Electric Vehicle (BEV)
2022,1,2,98642.0,275,Battery Electric Vehicle (BEV)
2022,2,5,98642.0,276,Battery Electric Vehicle (BEV)
2022,2,5,98642.0,277,Plug-in Hybrid Electric Vehicle (PHEV)
2022,2,6,98642.0,279,Battery Electric Vehicle (BEV)
2022,2,7,98642.0,280,Battery Electric Vehicle (BEV)
2022,2,9,98642.0,281,Plug-in Hybrid Electric Vehicle (PHEV)
2022,3,10,98642.0,282,Battery Electric Vehicle (BEV)
2022,3,10,98642.0,283,Plug-in Hybrid Electric Vehicle (PHEV)
2022,3,12,98642.0,284,Battery Electric Vehicle (BEV)
2022,3,12,98642.0,285,Plug-in Hybrid Electric Vehicle (PHEV)
2022,3,13,98642.0,286,Battery Electric Vehicle (BEV)
2022,3,13,98642.0,287,Plug-in Hybrid Electric Vehicle (PHEV)
2022,4,13,98642.0,289,Battery Electric Vehicle (BEV)
2022,4,14,98642.0,290,Battery Electric Vehicle (BEV)
2022,4,14,98642.0,291,Plug-in Hybrid Electric Vehicle (PHEV)
2022,4,15,98642.0,292,Battery Electric Vehicle (BEV)
2022,4,16,98642.0,293,Battery Electric Vehicle (BEV)
2022,4,17,98642.0,294,Plug-in Hybrid Electric Vehicle (PHEV)
2022,5,18,98642.0,295,Battery Electric Vehicle (BEV)
2022,5,20,98642.0,296,Battery Electric Vehicle (BEV)
2022,5,20,98642.0,297,Plug-in Hybrid Electric Vehicle (PHEV)
2022,5,21,98642.0,299,Battery Electric Vehicle (BEV)
2022,5,21,98642.0,301,Plug-in Hybrid Electric Vehicle (PHEV)
2022,6,23,98642.0,302,Battery Electric Vehicle (BEV)
2022,6,23,98642.0,303,Plug-in Hybrid Electric Vehicle (PHEV)
2022,6,24,98642.0,304,Battery Electric Vehicle (BEV)
2022,6,25,98642.0,308,Battery Electric Vehicle (BEV)
2022,6,25,98642.0,310,Plug-in Hybrid Electric Vehicle (PHEV)
2022,6,26,98642.0,311,Battery Electric Vehicle (BEV)
2022,7,27,98642.0,312,Battery Electric Vehicle (BEV)
2022,7,28,98642.0,314,Battery Electric Vehicle (BEV)
2022,7,28,98642.0,315,Plug-in Hybrid Electric Vehicle (PHEV)
2022,7,29,98642.0,316,Battery Electric Vehicle (BEV)
2022,7,29,98642.0,317,Plug-in Hybrid Electric Vehicle (PHEV)
2022,7,30,98642.0,318,Battery Electric Vehicle (BEV)
2022,7,30,98642.0,319,Plug-in Hybrid Electric Vehicle (PHEV)
2022,8,31,98642.0,320,Battery Electric Vehicle (BEV)
2022,8,31,98642.0,321,Plug-in Hybrid Electric Vehicle (PHEV)
2022,8,33,98642.0,324,Battery Electric Vehicle (BEV)
2022,8,34,98642.0,325,Battery Electric Vehicle (BEV)
2022,8,35,98642.0,326,Battery Electric Vehicle (BEV)
2011,5,19,98199.0,1,Battery Electric Vehicle (BEV)
2011,5,20,98199.0,2,Battery Electric Vehicle (BEV)
2011,6,25,98199.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2011,8,32,98199.0,4,Battery Electric Vehicle (BEV)
2011,8,33,98199.0,5,Battery Electric Vehicle (BEV)
2011,8,34,98199.0,6,Battery Electric Vehicle (BEV)
2011,10,43,98199.0,7,Battery Electric Vehicle (BEV)
2012,4,16,98199.0,8,Battery Electric Vehicle (BEV)
2012,4,17,98199.0,9,Plug-in Hybrid Electric Vehicle (PHEV)
2012,5,19,98199.0,10,Plug-in Hybrid Electric Vehicle (PHEV)
2012,6,23,98199.0,11,Battery Electric Vehicle (BEV)
2012,7,27,98199.0,12,Battery Electric Vehicle (BEV)
2012,10,41,98199.0,13,Plug-in Hybrid Electric Vehicle (PHEV)
2012,10,43,98199.0,14,Plug-in Hybrid Electric Vehicle (PHEV)
2012,11,48,98199.0,15,Battery Electric Vehicle (BEV)
2012,12,51,98199.0,16,Plug-in Hybrid Electric Vehicle (PHEV)
2013,1,1,98199.0,17,Battery Electric Vehicle (BEV)
2013,1,4,98199.0,18,Battery Electric Vehicle (BEV)
2013,2,6,98199.0,19,Battery Electric Vehicle (BEV)
2013,2,7,98199.0,20,Plug-in Hybrid Electric Vehicle (PHEV)
2013,2,9,98199.0,21,Battery Electric Vehicle (BEV)
2013,2,9,98199.0,22,Plug-in Hybrid Electric Vehicle (PHEV)
2013,4,15,98199.0,23,Battery Electric Vehicle (BEV)
2013,4,17,98199.0,24,Battery Electric Vehicle (BEV)
2013,4,18,98199.0,25,Battery Electric Vehicle (BEV)
2013,5,19,98199.0,26,Battery Electric Vehicle (BEV)
2013,5,20,98199.0,27,Battery Electric Vehicle (BEV)
2013,5,21,98199.0,28,Battery Electric Vehicle (BEV)
2013,6,23,98199.0,29,Battery Electric Vehicle (BEV)
2013,6,24,98199.0,30,Battery Electric Vehicle (BEV)
2013,6,25,98199.0,31,Battery Electric Vehicle (BEV)
2013,7,27,98199.0,32,Battery Electric Vehicle (BEV)
2013,8,35,98199.0,33,Battery Electric Vehicle (BEV)
2013,9,36,98199.0,34,Battery Electric Vehicle (BEV)
2013,9,38,98199.0,35,Battery Electric Vehicle (BEV)
2013,10,40,98199.0,36,Battery Electric Vehicle (BEV)
2013,10,40,98199.0,37,Plug-in Hybrid Electric Vehicle (PHEV)
2013,10,41,98199.0,38,Battery Electric Vehicle (BEV)
2013,10,42,98199.0,39,Plug-in Hybrid Electric Vehicle (PHEV)
2013,11,44,98199.0,40,Battery Electric Vehicle (BEV)
2013,12,1,98199.0,41,Battery Electric Vehicle (BEV)
2013,12,50,98199.0,43,Battery Electric Vehicle (BEV)
2013,12,51,98199.0,44,Battery Electric Vehicle (BEV)
2013,12,52,98199.0,45,Battery Electric Vehicle (BEV)
2014,1,1,98199.0,46,Battery Electric Vehicle (BEV)
2014,1,3,98199.0,47,Battery Electric Vehicle (BEV)
2014,2,6,98199.0,48,Battery Electric Vehicle (BEV)
2014,2,9,98199.0,49,Battery Electric Vehicle (BEV)
2014,3,12,98199.0,50,Battery Electric Vehicle (BEV)
2014,4,15,98199.0,51,Battery Electric Vehicle (BEV)
2014,5,20,98199.0,52,Battery Electric Vehicle (BEV)
2014,5,22,98199.0,54,Battery Electric Vehicle (BEV)
2014,6,23,98199.0,55,Battery Electric Vehicle (BEV)
2014,6,24,98199.0,56,Battery Electric Vehicle (BEV)
2014,6,25,98199.0,57,Battery Electric Vehicle (BEV)
2014,6,26,98199.0,58,Battery Electric Vehicle (BEV)
2014,7,27,98199.0,59,Battery Electric Vehicle (BEV)
2014,7,30,98199.0,60,Plug-in Hybrid Electric Vehicle (PHEV)
2014,8,32,98199.0,61,Battery Electric Vehicle (BEV)
2014,10,42,98199.0,62,Battery Electric Vehicle (BEV)
2014,10,43,98199.0,63,Plug-in Hybrid Electric Vehicle (PHEV)
2014,11,46,98199.0,64,Battery Electric Vehicle (BEV)
2014,11,47,98199.0,65,Battery Electric Vehicle (BEV)
2014,12,1,98199.0,66,Battery Electric Vehicle (BEV)
2014,12,50,98199.0,67,Battery Electric Vehicle (BEV)
2014,12,50,98199.0,68,Plug-in Hybrid Electric Vehicle (PHEV)
2014,12,52,98199.0,70,Battery Electric Vehicle (BEV)
2014,12,52,98199.0,71,Plug-in Hybrid Electric Vehicle (PHEV)
2015,1,2,98199.0,72,Battery Electric Vehicle (BEV)
2015,1,3,98199.0,76,Battery Electric Vehicle (BEV)
2015,1,5,98199.0,77,Battery Electric Vehicle (BEV)
2015,2,6,98199.0,78,Battery Electric Vehicle (BEV)
2015,2,6,98199.0,79,Plug-in Hybrid Electric Vehicle (PHEV)
2015,3,12,98199.0,80,Plug-in Hybrid Electric Vehicle (PHEV)
2015,3,14,98199.0,81,Battery Electric Vehicle (BEV)
2015,4,14,98199.0,82,Battery Electric Vehicle (BEV)
2015,4,17,98199.0,83,Battery Electric Vehicle (BEV)
2015,5,19,98199.0,84,Plug-in Hybrid Electric Vehicle (PHEV)
2015,5,21,98199.0,85,Battery Electric Vehicle (BEV)
2015,6,26,98199.0,87,Battery Electric Vehicle (BEV)
2015,6,26,98199.0,89,Plug-in Hybrid Electric Vehicle (PHEV)
2015,7,28,98199.0,90,Battery Electric Vehicle (BEV)
2015,7,28,98199.0,91,Plug-in Hybrid Electric Vehicle (PHEV)
2015,7,29,98199.0,92,Battery Electric Vehicle (BEV)
2015,7,30,98199.0,93,Battery Electric Vehicle (BEV)
2015,8,35,98199.0,94,Battery Electric Vehicle (BEV)
2015,9,39,98199.0,95,Plug-in Hybrid Electric Vehicle (PHEV)
2015,10,41,98199.0,96,Plug-in Hybrid Electric Vehicle (PHEV)
2015,10,42,98199.0,97,Battery Electric Vehicle (BEV)
2015,10,42,98199.0,98,Plug-in Hybrid Electric Vehicle (PHEV)
2015,10,43,98199.0,99,Battery Electric Vehicle (BEV)
2015,10,44,98199.0,100,Battery Electric Vehicle (BEV)
2015,11,46,98199.0,101,Battery Electric Vehicle (BEV)
2015,11,48,98199.0,102,Battery Electric Vehicle (BEV)
2015,12,49,98199.0,103,Battery Electric Vehicle (BEV)
2015,12,50,98199.0,104,Battery Electric Vehicle (BEV)
2015,12,50,98199.0,105,Plug-in Hybrid Electric Vehicle (PHEV)
2016,1,1,98199.0,106,Battery Electric Vehicle (BEV)
2016,1,2,98199.0,108,Battery Electric Vehicle (BEV)
2016,1,2,98199.0,109,Plug-in Hybrid Electric Vehicle (PHEV)
2016,1,3,98199.0,111,Battery Electric Vehicle (BEV)
2016,1,4,98199.0,112,Battery Electric Vehicle (BEV)
2016,1,4,98199.0,113,Plug-in Hybrid Electric Vehicle (PHEV)
2016,2,5,98199.0,114,Battery Electric Vehicle (BEV)
2016,2,6,98199.0,115,Plug-in Hybrid Electric Vehicle (PHEV)
2016,2,7,98199.0,116,Plug-in Hybrid Electric Vehicle (PHEV)
2016,2,8,98199.0,117,Battery Electric Vehicle (BEV)
2016,3,9,98199.0,118,Battery Electric Vehicle (BEV)
2016,3,10,98199.0,119,Battery Electric Vehicle (BEV)
2016,3,12,98199.0,120,Battery Electric Vehicle (BEV)
2016,4,15,98199.0,121,Battery Electric Vehicle (BEV)
2016,4,15,98199.0,122,Plug-in Hybrid Electric Vehicle (PHEV)
2016,4,16,98199.0,123,Battery Electric Vehicle (BEV)
2016,4,16,98199.0,124,Plug-in Hybrid Electric Vehicle (PHEV)
2016,5,20,98199.0,125,Battery Electric Vehicle (BEV)
2016,5,22,98199.0,126,Battery Electric Vehicle (BEV)
2016,6,22,98199.0,127,Battery Electric Vehicle (BEV)
2016,6,22,98199.0,128,Plug-in Hybrid Electric Vehicle (PHEV)
2016,6,23,98199.0,129,Battery Electric Vehicle (BEV)
2016,6,24,98199.0,130,Battery Electric Vehicle (BEV)
2016,6,24,98199.0,131,Plug-in Hybrid Electric Vehicle (PHEV)
2016,6,25,98199.0,132,Battery Electric Vehicle (BEV)
2016,6,26,98199.0,133,Plug-in Hybrid Electric Vehicle (PHEV)
2016,7,29,98199.0,134,Plug-in Hybrid Electric Vehicle (PHEV)
2016,7,30,98199.0,135,Battery Electric Vehicle (BEV)
2016,7,30,98199.0,136,Plug-in Hybrid Electric Vehicle (PHEV)
2016,8,31,98199.0,137,Plug-in Hybrid Electric Vehicle (PHEV)
2016,8,34,98199.0,138,Plug-in Hybrid Electric Vehicle (PHEV)
2016,9,36,98199.0,139,Battery Electric Vehicle (BEV)
2016,9,38,98199.0,140,Battery Electric Vehicle (BEV)
2016,9,39,98199.0,141,Battery Electric Vehicle (BEV)
2016,10,41,98199.0,142,Battery Electric Vehicle (BEV)
2016,10,42,98199.0,143,Battery Electric Vehicle (BEV)
2016,10,42,98199.0,144,Plug-in Hybrid Electric Vehicle (PHEV)
2016,10,43,98199.0,145,Plug-in Hybrid Electric Vehicle (PHEV)
2016,11,45,98199.0,146,Plug-in Hybrid Electric Vehicle (PHEV)
2016,12,49,98199.0,147,Battery Electric Vehicle (BEV)
2016,12,49,98199.0,148,Plug-in Hybrid Electric Vehicle (PHEV)
2017,1,2,98199.0,149,Battery Electric Vehicle (BEV)
2017,1,3,98199.0,151,Battery Electric Vehicle (BEV)
2017,1,5,98199.0,152,Plug-in Hybrid Electric Vehicle (PHEV)
2017,2,5,98199.0,153,Battery Electric Vehicle (BEV)
2017,2,5,98199.0,154,Plug-in Hybrid Electric Vehicle (PHEV)
2017,2,6,98199.0,155,Plug-in Hybrid Electric Vehicle (PHEV)
2017,2,7,98199.0,157,Battery Electric Vehicle (BEV)
2017,3,10,98199.0,159,Battery Electric Vehicle (BEV)
2017,3,10,98199.0,160,Plug-in Hybrid Electric Vehicle (PHEV)
2017,3,11,98199.0,161,Plug-in Hybrid Electric Vehicle (PHEV)
2017,3,13,98199.0,162,Battery Electric Vehicle (BEV)
2017,3,13,98199.0,163,Plug-in Hybrid Electric Vehicle (PHEV)
2017,4,14,98199.0,164,Battery Electric Vehicle (BEV)
2017,4,15,98199.0,165,Battery Electric Vehicle (BEV)
2017,4,15,98199.0,166,Plug-in Hybrid Electric Vehicle (PHEV)
2017,4,16,98199.0,167,Battery Electric Vehicle (BEV)
2017,4,17,98199.0,168,Plug-in Hybrid Electric Vehicle (PHEV)
2017,5,18,98199.0,169,Plug-in Hybrid Electric Vehicle (PHEV)
2017,5,19,98199.0,170,Battery Electric Vehicle (BEV)
2017,5,20,98199.0,171,Battery Electric Vehicle (BEV)
2017,5,21,98199.0,172,Plug-in Hybrid Electric Vehicle (PHEV)
2017,6,22,98199.0,173,Battery Electric Vehicle (BEV)
2017,6,24,98199.0,174,Plug-in Hybrid Electric Vehicle (PHEV)
2017,6,25,98199.0,175,Plug-in Hybrid Electric Vehicle (PHEV)
2017,6,26,98199.0,177,Battery Electric Vehicle (BEV)
2017,7,27,98199.0,179,Battery Electric Vehicle (BEV)
2017,7,28,98199.0,181,Battery Electric Vehicle (BEV)
2017,7,28,98199.0,182,Plug-in Hybrid Electric Vehicle (PHEV)
2017,7,29,98199.0,183,Battery Electric Vehicle (BEV)
2017,7,30,98199.0,184,Battery Electric Vehicle (BEV)
2017,8,33,98199.0,185,Battery Electric Vehicle (BEV)
2017,8,33,98199.0,187,Plug-in Hybrid Electric Vehicle (PHEV)
2017,8,34,98199.0,188,Plug-in Hybrid Electric Vehicle (PHEV)
2017,9,36,98199.0,190,Battery Electric Vehicle (BEV)
2017,9,37,98199.0,191,Plug-in Hybrid Electric Vehicle (PHEV)
2017,9,38,98199.0,192,Battery Electric Vehicle (BEV)
2017,9,38,98199.0,193,Plug-in Hybrid Electric Vehicle (PHEV)
2017,9,39,98199.0,194,Battery Electric Vehicle (BEV)
2017,9,39,98199.0,195,Plug-in Hybrid Electric Vehicle (PHEV)
2017,10,40,98199.0,196,Battery Electric Vehicle (BEV)
2017,10,43,98199.0,197,Plug-in Hybrid Electric Vehicle (PHEV)
2017,11,45,98199.0,198,Battery Electric Vehicle (BEV)
2017,11,45,98199.0,199,Plug-in Hybrid Electric Vehicle (PHEV)
2017,11,48,98199.0,201,Plug-in Hybrid Electric Vehicle (PHEV)
2017,12,49,98199.0,202,Battery Electric Vehicle (BEV)
2017,12,51,98199.0,204,Battery Electric Vehicle (BEV)
2017,12,51,98199.0,205,Plug-in Hybrid Electric Vehicle (PHEV)
2017,12,52,98199.0,206,Battery Electric Vehicle (BEV)
2017,12,52,98199.0,207,Plug-in Hybrid Electric Vehicle (PHEV)
2018,1,1,98199.0,208,Battery Electric Vehicle (BEV)
2018,1,2,98199.0,209,Battery Electric Vehicle (BEV)
2018,1,2,98199.0,210,Plug-in Hybrid Electric Vehicle (PHEV)
2018,1,3,98199.0,211,Plug-in Hybrid Electric Vehicle (PHEV)
2018,1,4,98199.0,212,Plug-in Hybrid Electric Vehicle (PHEV)
2018,1,5,98199.0,213,Battery Electric Vehicle (BEV)
2018,2,9,98199.0,216,Battery Electric Vehicle (BEV)
2018,3,9,98199.0,217,Battery Electric Vehicle (BEV)
2018,3,9,98199.0,219,Plug-in Hybrid Electric Vehicle (PHEV)
2018,3,10,98199.0,220,Battery Electric Vehicle (BEV)
2018,3,12,98199.0,221,Battery Electric Vehicle (BEV)
2018,3,13,98199.0,223,Plug-in Hybrid Electric Vehicle (PHEV)
2018,4,14,98199.0,224,Battery Electric Vehicle (BEV)
2018,4,14,98199.0,225,Plug-in Hybrid Electric Vehicle (PHEV)
