year,month,week,Zip Code,sale,Clean Alternative Fuel Vehicle Type
2022,8,31,98577.0,20,Battery Electric Vehicle (BEV)
2022,8,35,98577.0,21,Battery Electric Vehicle (BEV)
2015,8,35,98847.0,1,Battery Electric Vehicle (BEV)
2017,5,21,98847.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2017,11,46,98847.0,3,Battery Electric Vehicle (BEV)
2019,2,7,98847.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2019,9,36,98847.0,5,Battery Electric Vehicle (BEV)
2019,11,47,98847.0,6,Battery Electric Vehicle (BEV)
2021,7,29,98847.0,7,Battery Electric Vehicle (BEV)
2021,12,52,98847.0,8,Battery Electric Vehicle (BEV)
2022,3,10,98847.0,9,Battery Electric Vehicle (BEV)
2022,8,33,98847.0,10,Battery Electric Vehicle (BEV)
2015,7,30,99009.0,1,Battery Electric Vehicle (BEV)
2017,2,6,99009.0,2,Battery Electric Vehicle (BEV)
2018,6,24,99009.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2018,7,30,99009.0,4,Battery Electric Vehicle (BEV)
2019,4,16,99009.0,5,Battery Electric Vehicle (BEV)
2019,7,31,99009.0,6,Plug-in Hybrid Electric Vehicle (PHEV)
2019,11,45,99009.0,7,Battery Electric Vehicle (BEV)
2020,1,4,99009.0,8,Battery Electric Vehicle (BEV)
2020,2,7,99009.0,9,Battery Electric Vehicle (BEV)
2021,8,32,99009.0,10,Battery Electric Vehicle (BEV)
2021,9,37,99009.0,11,Plug-in Hybrid Electric Vehicle (PHEV)
2021,10,41,99009.0,12,Battery Electric Vehicle (BEV)
2021,10,43,99009.0,13,Plug-in Hybrid Electric Vehicle (PHEV)
2022,3,9,99009.0,14,Battery Electric Vehicle (BEV)
2022,3,12,99009.0,15,Battery Electric Vehicle (BEV)
2022,7,26,99009.0,16,Plug-in Hybrid Electric Vehicle (PHEV)
2022,8,32,99009.0,17,Plug-in Hybrid Electric Vehicle (PHEV)
2015,7,29,99156.0,1,Battery Electric Vehicle (BEV)
2016,5,20,99156.0,2,Battery Electric Vehicle (BEV)
2016,12,51,99156.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2017,1,1,99156.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2017,4,14,99156.0,5,Battery Electric Vehicle (BEV)
2017,6,26,99156.0,6,Battery Electric Vehicle (BEV)
2018,4,16,99156.0,7,Plug-in Hybrid Electric Vehicle (PHEV)
2018,10,44,99156.0,8,Battery Electric Vehicle (BEV)
2019,8,33,99156.0,9,Battery Electric Vehicle (BEV)
2020,8,34,99156.0,10,Battery Electric Vehicle (BEV)
2020,11,48,99156.0,11,Battery Electric Vehicle (BEV)
2020,12,49,99156.0,12,Battery Electric Vehicle (BEV)
2021,2,5,99156.0,13,Battery Electric Vehicle (BEV)
2021,2,6,99156.0,14,Battery Electric Vehicle (BEV)
2021,4,16,99156.0,15,Battery Electric Vehicle (BEV)
2021,6,24,99156.0,16,Plug-in Hybrid Electric Vehicle (PHEV)
2021,7,28,99156.0,17,Battery Electric Vehicle (BEV)
2021,12,49,99156.0,18,Battery Electric Vehicle (BEV)
2022,7,27,99156.0,19,Battery Electric Vehicle (BEV)
2015,6,24,99166.0,1,Battery Electric Vehicle (BEV)
2015,8,36,99166.0,2,Battery Electric Vehicle (BEV)
2018,6,26,99166.0,3,Battery Electric Vehicle (BEV)
2019,5,18,99166.0,4,Battery Electric Vehicle (BEV)
2020,3,11,99166.0,5,Plug-in Hybrid Electric Vehicle (PHEV)
2020,7,31,99166.0,6,Battery Electric Vehicle (BEV)
2021,2,8,99166.0,7,Battery Electric Vehicle (BEV)
2021,10,41,99166.0,8,Battery Electric Vehicle (BEV)
2015,5,21,99013.0,1,Battery Electric Vehicle (BEV)
2015,10,40,99013.0,2,Battery Electric Vehicle (BEV)
2020,3,11,99013.0,3,Battery Electric Vehicle (BEV)
2015,5,19,98936.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2017,4,16,98936.0,2,Battery Electric Vehicle (BEV)
2019,6,23,98936.0,3,Battery Electric Vehicle (BEV)
2020,3,14,98936.0,4,Battery Electric Vehicle (BEV)
2020,9,39,98936.0,5,Battery Electric Vehicle (BEV)
2021,7,26,98936.0,6,Battery Electric Vehicle (BEV)
2021,9,35,98936.0,7,Battery Electric Vehicle (BEV)
2021,9,38,98936.0,8,Battery Electric Vehicle (BEV)
2022,3,10,98936.0,9,Battery Electric Vehicle (BEV)
2022,4,15,98936.0,10,Plug-in Hybrid Electric Vehicle (PHEV)
2022,6,22,98936.0,11,Battery Electric Vehicle (BEV)
2015,2,6,99169.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2016,2,6,99169.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2016,6,24,99169.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2017,7,27,99169.0,4,Battery Electric Vehicle (BEV)
2017,11,45,99169.0,5,Plug-in Hybrid Electric Vehicle (PHEV)
2017,12,52,99169.0,6,Battery Electric Vehicle (BEV)
2019,4,14,99169.0,7,Battery Electric Vehicle (BEV)
2019,11,46,99169.0,8,Plug-in Hybrid Electric Vehicle (PHEV)
2020,5,21,99169.0,9,Battery Electric Vehicle (BEV)
2021,2,7,99169.0,10,Battery Electric Vehicle (BEV)
2021,6,24,99169.0,11,Battery Electric Vehicle (BEV)
2021,8,33,99169.0,12,Plug-in Hybrid Electric Vehicle (PHEV)
2021,12,49,99169.0,13,Battery Electric Vehicle (BEV)
2022,6,25,99169.0,14,Battery Electric Vehicle (BEV)
2015,1,4,98439.0,1,Battery Electric Vehicle (BEV)
2017,4,17,98439.0,2,Battery Electric Vehicle (BEV)
2017,8,35,98439.0,3,Battery Electric Vehicle (BEV)
2018,9,37,98439.0,4,Battery Electric Vehicle (BEV)
2020,8,32,98439.0,5,Plug-in Hybrid Electric Vehicle (PHEV)
2021,5,20,98439.0,6,Plug-in Hybrid Electric Vehicle (PHEV)
2021,10,40,98439.0,7,Battery Electric Vehicle (BEV)
2021,10,43,98439.0,8,Battery Electric Vehicle (BEV)
2021,11,45,98439.0,9,Battery Electric Vehicle (BEV)
2022,1,4,98439.0,10,Battery Electric Vehicle (BEV)
2014,12,50,98616.0,1,Battery Electric Vehicle (BEV)
2021,3,9,98616.0,2,Battery Electric Vehicle (BEV)
2014,11,48,98855.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2019,7,28,98855.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2019,12,49,98855.0,3,Battery Electric Vehicle (BEV)
2021,4,14,98855.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2021,7,29,98855.0,5,Plug-in Hybrid Electric Vehicle (PHEV)
2014,10,43,99170.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2021,1,4,99170.0,2,Battery Electric Vehicle (BEV)
2021,5,18,99170.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2022,3,10,99170.0,4,Battery Electric Vehicle (BEV)
2022,4,14,99170.0,5,Battery Electric Vehicle (BEV)
2014,10,43,98856.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2015,6,26,98856.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2017,3,13,98856.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2017,11,48,98856.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2019,11,48,98856.0,5,Battery Electric Vehicle (BEV)
2020,2,6,98856.0,6,Battery Electric Vehicle (BEV)
2020,7,29,98856.0,7,Plug-in Hybrid Electric Vehicle (PHEV)
2020,8,32,98856.0,8,Battery Electric Vehicle (BEV)
2020,9,36,98856.0,9,Battery Electric Vehicle (BEV)
2020,12,51,98856.0,10,Battery Electric Vehicle (BEV)
2021,4,14,98856.0,11,Battery Electric Vehicle (BEV)
2021,4,15,98856.0,12,Battery Electric Vehicle (BEV)
2021,4,16,98856.0,13,Battery Electric Vehicle (BEV)
2021,7,30,98856.0,14,Plug-in Hybrid Electric Vehicle (PHEV)
2021,8,32,98856.0,15,Plug-in Hybrid Electric Vehicle (PHEV)
2021,8,35,98856.0,16,Battery Electric Vehicle (BEV)
2021,11,45,98856.0,17,Plug-in Hybrid Electric Vehicle (PHEV)
2022,2,5,98856.0,18,Battery Electric Vehicle (BEV)
2022,2,7,98856.0,19,Battery Electric Vehicle (BEV)
2022,3,11,98856.0,20,Battery Electric Vehicle (BEV)
2022,6,26,98856.0,21,Battery Electric Vehicle (BEV)
2022,7,28,98856.0,22,Battery Electric Vehicle (BEV)
2022,7,29,98856.0,23,Battery Electric Vehicle (BEV)
2022,8,33,98856.0,24,Battery Electric Vehicle (BEV)
2014,10,43,98625.0,1,Battery Electric Vehicle (BEV)
2015,3,11,98625.0,2,Battery Electric Vehicle (BEV)
2015,6,26,98625.0,3,Battery Electric Vehicle (BEV)
2016,7,28,98625.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2017,3,9,98625.0,5,Plug-in Hybrid Electric Vehicle (PHEV)
2017,6,25,98625.0,6,Plug-in Hybrid Electric Vehicle (PHEV)
2017,7,30,98625.0,7,Battery Electric Vehicle (BEV)
2017,11,45,98625.0,8,Battery Electric Vehicle (BEV)
2018,1,2,98625.0,9,Plug-in Hybrid Electric Vehicle (PHEV)
2018,11,45,98625.0,10,Plug-in Hybrid Electric Vehicle (PHEV)
2019,1,5,98625.0,11,Plug-in Hybrid Electric Vehicle (PHEV)
2019,2,7,98625.0,12,Battery Electric Vehicle (BEV)
2019,5,18,98625.0,13,Plug-in Hybrid Electric Vehicle (PHEV)
2019,6,26,98625.0,14,Battery Electric Vehicle (BEV)
2019,7,30,98625.0,15,Battery Electric Vehicle (BEV)
2019,10,42,98625.0,16,Battery Electric Vehicle (BEV)
2019,10,43,98625.0,17,Battery Electric Vehicle (BEV)
2020,1,2,98625.0,18,Plug-in Hybrid Electric Vehicle (PHEV)
2020,1,4,98625.0,19,Battery Electric Vehicle (BEV)
2020,5,20,98625.0,20,Plug-in Hybrid Electric Vehicle (PHEV)
2020,7,28,98625.0,21,Battery Electric Vehicle (BEV)
2020,7,29,98625.0,22,Battery Electric Vehicle (BEV)
2020,10,42,98625.0,23,Battery Electric Vehicle (BEV)
2020,10,43,98625.0,24,Battery Electric Vehicle (BEV)
2020,12,53,98625.0,25,Battery Electric Vehicle (BEV)
2021,1,2,98625.0,26,Battery Electric Vehicle (BEV)
2021,1,2,98625.0,27,Plug-in Hybrid Electric Vehicle (PHEV)
2021,2,5,98625.0,28,Battery Electric Vehicle (BEV)
2021,5,20,98625.0,29,Battery Electric Vehicle (BEV)
2021,5,21,98625.0,30,Plug-in Hybrid Electric Vehicle (PHEV)
2021,6,24,98625.0,31,Plug-in Hybrid Electric Vehicle (PHEV)
2021,6,25,98625.0,32,Battery Electric Vehicle (BEV)
2021,7,26,98625.0,33,Battery Electric Vehicle (BEV)
2021,7,29,98625.0,34,Battery Electric Vehicle (BEV)
2021,8,33,98625.0,35,Battery Electric Vehicle (BEV)
2021,9,38,98625.0,36,Battery Electric Vehicle (BEV)
2021,10,40,98625.0,37,Battery Electric Vehicle (BEV)
2021,12,52,98625.0,38,Battery Electric Vehicle (BEV)
2022,1,2,98625.0,39,Battery Electric Vehicle (BEV)
2022,2,6,98625.0,40,Plug-in Hybrid Electric Vehicle (PHEV)
2022,3,13,98625.0,41,Plug-in Hybrid Electric Vehicle (PHEV)
2022,4,15,98625.0,43,Battery Electric Vehicle (BEV)
2022,4,16,98625.0,44,Battery Electric Vehicle (BEV)
2022,4,17,98625.0,45,Battery Electric Vehicle (BEV)
2022,5,21,98625.0,46,Plug-in Hybrid Electric Vehicle (PHEV)
2022,7,27,98625.0,47,Plug-in Hybrid Electric Vehicle (PHEV)
2022,7,28,98625.0,48,Battery Electric Vehicle (BEV)
2022,8,34,98625.0,49,Battery Electric Vehicle (BEV)
2014,10,42,98934.0,1,Battery Electric Vehicle (BEV)
2017,4,17,98934.0,2,Battery Electric Vehicle (BEV)
2022,3,9,98934.0,3,Battery Electric Vehicle (BEV)
2022,3,10,98934.0,4,Battery Electric Vehicle (BEV)
2022,7,30,98934.0,5,Battery Electric Vehicle (BEV)
2014,10,41,99133.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2019,5,21,99133.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2022,7,28,99133.0,3,Battery Electric Vehicle (BEV)
2014,9,39,98593.0,1,Battery Electric Vehicle (BEV)
2021,5,19,98593.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2014,9,36,99023.0,1,Battery Electric Vehicle (BEV)
2017,6,23,99023.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2020,1,3,99023.0,3,Battery Electric Vehicle (BEV)
2022,7,29,99023.0,4,Battery Electric Vehicle (BEV)
2014,8,34,98281.0,1,Battery Electric Vehicle (BEV)
2015,4,15,98281.0,2,Battery Electric Vehicle (BEV)
2015,6,23,98281.0,3,Battery Electric Vehicle (BEV)
2015,8,33,98281.0,4,Battery Electric Vehicle (BEV)
2016,1,3,98281.0,5,Battery Electric Vehicle (BEV)
2017,1,3,98281.0,6,Plug-in Hybrid Electric Vehicle (PHEV)
2018,1,4,98281.0,7,Battery Electric Vehicle (BEV)
2018,6,23,98281.0,8,Plug-in Hybrid Electric Vehicle (PHEV)
2018,7,29,98281.0,9,Battery Electric Vehicle (BEV)
2018,7,30,98281.0,10,Plug-in Hybrid Electric Vehicle (PHEV)
2018,10,41,98281.0,11,Battery Electric Vehicle (BEV)
2018,10,43,98281.0,12,Battery Electric Vehicle (BEV)
2018,11,45,98281.0,13,Battery Electric Vehicle (BEV)
2019,4,16,98281.0,14,Battery Electric Vehicle (BEV)
2019,7,31,98281.0,15,Battery Electric Vehicle (BEV)
2019,8,33,98281.0,16,Battery Electric Vehicle (BEV)
2019,10,41,98281.0,17,Battery Electric Vehicle (BEV)
2019,12,51,98281.0,18,Battery Electric Vehicle (BEV)
2020,4,15,98281.0,19,Battery Electric Vehicle (BEV)
2020,8,34,98281.0,20,Battery Electric Vehicle (BEV)
2020,8,35,98281.0,21,Battery Electric Vehicle (BEV)
2020,12,51,98281.0,22,Battery Electric Vehicle (BEV)
2021,6,22,98281.0,23,Battery Electric Vehicle (BEV)
2021,7,27,98281.0,24,Battery Electric Vehicle (BEV)
2021,10,43,98281.0,25,Battery Electric Vehicle (BEV)
2021,11,45,98281.0,26,Battery Electric Vehicle (BEV)
2021,12,52,98281.0,27,Battery Electric Vehicle (BEV)
2022,3,11,98281.0,28,Battery Electric Vehicle (BEV)
2022,4,17,98281.0,29,Battery Electric Vehicle (BEV)
2022,5,20,98281.0,30,Battery Electric Vehicle (BEV)
2022,6,23,98281.0,31,Battery Electric Vehicle (BEV)
2014,8,33,98025.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2014,7,29,99036.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2019,5,22,99036.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2019,7,31,99036.0,3,Battery Electric Vehicle (BEV)
2019,9,36,99036.0,4,Battery Electric Vehicle (BEV)
2020,1,4,99036.0,5,Plug-in Hybrid Electric Vehicle (PHEV)
2020,7,29,99036.0,6,Battery Electric Vehicle (BEV)
2020,8,32,99036.0,7,Battery Electric Vehicle (BEV)
2020,9,39,99036.0,8,Plug-in Hybrid Electric Vehicle (PHEV)
2021,11,46,99036.0,9,Battery Electric Vehicle (BEV)
2022,1,4,99036.0,10,Battery Electric Vehicle (BEV)
2022,3,12,99036.0,11,Battery Electric Vehicle (BEV)
2014,7,28,98650.0,1,Battery Electric Vehicle (BEV)
2015,10,41,98650.0,2,Battery Electric Vehicle (BEV)
2016,4,15,98650.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2018,9,38,98650.0,4,Battery Electric Vehicle (BEV)
2018,12,49,98650.0,5,Battery Electric Vehicle (BEV)
2018,12,50,98650.0,6,Battery Electric Vehicle (BEV)
2018,12,52,98650.0,7,Battery Electric Vehicle (BEV)
2019,5,21,98650.0,8,Battery Electric Vehicle (BEV)
2019,7,30,98650.0,9,Battery Electric Vehicle (BEV)
2019,10,43,98650.0,10,Battery Electric Vehicle (BEV)
2021,4,16,98650.0,11,Battery Electric Vehicle (BEV)
2021,8,31,98650.0,12,Battery Electric Vehicle (BEV)
2022,3,12,98650.0,13,Plug-in Hybrid Electric Vehicle (PHEV)
2014,6,26,99357.0,1,Battery Electric Vehicle (BEV)
2014,9,36,99357.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2017,5,18,99357.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2019,10,40,99357.0,4,Battery Electric Vehicle (BEV)
2020,10,43,99357.0,5,Battery Electric Vehicle (BEV)
2021,3,12,99357.0,6,Battery Electric Vehicle (BEV)
2021,11,47,99357.0,7,Battery Electric Vehicle (BEV)
2022,5,18,99357.0,8,Plug-in Hybrid Electric Vehicle (PHEV)
2022,7,27,99357.0,9,Battery Electric Vehicle (BEV)
2022,7,28,99357.0,10,Battery Electric Vehicle (BEV)
2022,8,32,99357.0,11,Battery Electric Vehicle (BEV)
2014,6,25,98619.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2014,6,23,98857.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2021,7,30,98857.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2014,6,23,98585.0,1,Battery Electric Vehicle (BEV)
2016,12,50,98585.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2019,3,11,98585.0,3,Battery Electric Vehicle (BEV)
2021,8,31,98585.0,4,Battery Electric Vehicle (BEV)
2021,9,38,98585.0,5,Battery Electric Vehicle (BEV)
2021,10,42,98585.0,6,Plug-in Hybrid Electric Vehicle (PHEV)
2014,5,22,99326.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2015,9,39,99326.0,2,Battery Electric Vehicle (BEV)
2016,7,28,99326.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2019,1,4,99326.0,4,Battery Electric Vehicle (BEV)
2020,7,28,99326.0,5,Plug-in Hybrid Electric Vehicle (PHEV)
2021,3,11,99326.0,6,Battery Electric Vehicle (BEV)
2021,7,30,99326.0,7,Battery Electric Vehicle (BEV)
2021,9,37,99326.0,8,Battery Electric Vehicle (BEV)
2021,9,39,99326.0,9,Battery Electric Vehicle (BEV)
2022,8,31,99326.0,10,Battery Electric Vehicle (BEV)
2014,5,21,99402.0,1,Battery Electric Vehicle (BEV)
2018,4,15,99402.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2020,3,12,99402.0,3,Battery Electric Vehicle (BEV)
2020,6,25,99402.0,4,Battery Electric Vehicle (BEV)
2021,11,46,99402.0,5,Battery Electric Vehicle (BEV)
2014,5,19,98376.0,1,Battery Electric Vehicle (BEV)
2015,5,21,98376.0,2,Battery Electric Vehicle (BEV)
2015,8,33,98376.0,3,Battery Electric Vehicle (BEV)
2016,7,27,98376.0,4,Battery Electric Vehicle (BEV)
2016,8,31,98376.0,5,Battery Electric Vehicle (BEV)
2017,8,32,98376.0,6,Battery Electric Vehicle (BEV)
2017,9,36,98376.0,7,Battery Electric Vehicle (BEV)
2017,11,46,98376.0,8,Battery Electric Vehicle (BEV)
2018,5,20,98376.0,9,Battery Electric Vehicle (BEV)
2018,6,23,98376.0,10,Battery Electric Vehicle (BEV)
2018,10,40,98376.0,11,Battery Electric Vehicle (BEV)
2018,10,42,98376.0,12,Plug-in Hybrid Electric Vehicle (PHEV)
2019,4,17,98376.0,13,Battery Electric Vehicle (BEV)
2020,3,14,98376.0,14,Battery Electric Vehicle (BEV)
2020,7,30,98376.0,15,Battery Electric Vehicle (BEV)
2021,1,4,98376.0,16,Battery Electric Vehicle (BEV)
2021,5,18,98376.0,17,Battery Electric Vehicle (BEV)
2021,8,31,98376.0,18,Battery Electric Vehicle (BEV)
2021,8,33,98376.0,19,Battery Electric Vehicle (BEV)
2021,9,38,98376.0,20,Battery Electric Vehicle (BEV)
2021,12,50,98376.0,21,Battery Electric Vehicle (BEV)
2022,1,3,98376.0,22,Battery Electric Vehicle (BEV)
2022,4,15,98376.0,23,Battery Electric Vehicle (BEV)
2022,5,21,98376.0,24,Battery Electric Vehicle (BEV)
2022,7,26,98376.0,25,Battery Electric Vehicle (BEV)
2022,7,30,98376.0,26,Battery Electric Vehicle (BEV)
2014,4,18,98944.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2014,7,29,98944.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2015,5,18,98944.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2016,10,40,98944.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2017,5,21,98944.0,5,Battery Electric Vehicle (BEV)
2017,9,37,98944.0,6,Plug-in Hybrid Electric Vehicle (PHEV)
2017,10,40,98944.0,7,Plug-in Hybrid Electric Vehicle (PHEV)
2018,11,48,98944.0,8,Battery Electric Vehicle (BEV)
2019,4,15,98944.0,9,Battery Electric Vehicle (BEV)
2019,5,19,98944.0,10,Plug-in Hybrid Electric Vehicle (PHEV)
2019,7,29,98944.0,11,Battery Electric Vehicle (BEV)
2019,8,34,98944.0,12,Plug-in Hybrid Electric Vehicle (PHEV)
2021,6,22,98944.0,13,Plug-in Hybrid Electric Vehicle (PHEV)
2021,6,25,98944.0,14,Plug-in Hybrid Electric Vehicle (PHEV)
2021,8,34,98944.0,15,Battery Electric Vehicle (BEV)
2021,12,50,98944.0,16,Battery Electric Vehicle (BEV)
2022,1,4,98944.0,17,Battery Electric Vehicle (BEV)
2022,3,11,98944.0,18,Battery Electric Vehicle (BEV)
2022,3,13,98944.0,19,Plug-in Hybrid Electric Vehicle (PHEV)
2022,6,24,98944.0,20,Plug-in Hybrid Electric Vehicle (PHEV)
2022,6,26,98944.0,21,Battery Electric Vehicle (BEV)
2022,7,28,98944.0,22,Plug-in Hybrid Electric Vehicle (PHEV)
2022,7,30,98944.0,23,Plug-in Hybrid Electric Vehicle (PHEV)
2022,8,32,98944.0,24,Battery Electric Vehicle (BEV)
2022,8,32,98944.0,25,Plug-in Hybrid Electric Vehicle (PHEV)
2014,4,15,98591.0,1,Battery Electric Vehicle (BEV)
2016,9,39,98591.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2017,6,24,98591.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2017,12,51,98591.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2018,3,11,98591.0,5,Battery Electric Vehicle (BEV)
2018,6,23,98591.0,6,Battery Electric Vehicle (BEV)
2018,9,37,98591.0,7,Battery Electric Vehicle (BEV)
2019,4,16,98591.0,8,Battery Electric Vehicle (BEV)
2019,8,32,98591.0,9,Battery Electric Vehicle (BEV)
2020,1,5,98591.0,10,Battery Electric Vehicle (BEV)
2020,6,26,98591.0,11,Plug-in Hybrid Electric Vehicle (PHEV)
2020,7,31,98591.0,12,Battery Electric Vehicle (BEV)
2020,10,42,98591.0,13,Battery Electric Vehicle (BEV)
2021,3,12,98591.0,14,Plug-in Hybrid Electric Vehicle (PHEV)
2021,4,15,98591.0,15,Battery Electric Vehicle (BEV)
2021,6,24,98591.0,16,Plug-in Hybrid Electric Vehicle (PHEV)
2021,7,27,98591.0,17,Battery Electric Vehicle (BEV)
2021,7,27,98591.0,18,Plug-in Hybrid Electric Vehicle (PHEV)
2021,7,29,98591.0,19,Battery Electric Vehicle (BEV)
2022,2,6,98591.0,20,Battery Electric Vehicle (BEV)
2014,4,14,98447.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2016,4,14,98447.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2014,3,13,98830.0,1,Battery Electric Vehicle (BEV)
2016,12,52,98830.0,2,Battery Electric Vehicle (BEV)
2019,11,46,98830.0,3,Battery Electric Vehicle (BEV)
2014,3,13,98603.0,1,Battery Electric Vehicle (BEV)
2016,11,47,98603.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2017,10,42,98603.0,3,Battery Electric Vehicle (BEV)
2018,7,31,98603.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2021,3,11,98603.0,5,Battery Electric Vehicle (BEV)
2021,11,44,98603.0,6,Battery Electric Vehicle (BEV)
2022,8,31,98603.0,7,Battery Electric Vehicle (BEV)
2014,2,9,98235.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2019,4,15,98235.0,2,Battery Electric Vehicle (BEV)
2014,2,8,98612.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2015,6,25,98612.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2017,8,34,98612.0,3,Battery Electric Vehicle (BEV)
2018,3,13,98612.0,4,Battery Electric Vehicle (BEV)
2018,4,16,98612.0,5,Plug-in Hybrid Electric Vehicle (PHEV)
2019,5,21,98612.0,6,Battery Electric Vehicle (BEV)
2019,9,37,98612.0,7,Plug-in Hybrid Electric Vehicle (PHEV)
2020,3,12,98612.0,8,Battery Electric Vehicle (BEV)
2021,2,5,98612.0,9,Battery Electric Vehicle (BEV)
2021,4,15,98612.0,10,Battery Electric Vehicle (BEV)
2021,5,18,98612.0,11,Battery Electric Vehicle (BEV)
2021,5,19,98612.0,12,Plug-in Hybrid Electric Vehicle (PHEV)
2021,5,21,98612.0,13,Battery Electric Vehicle (BEV)
2021,6,24,98612.0,14,Plug-in Hybrid Electric Vehicle (PHEV)
2021,6,26,98612.0,15,Battery Electric Vehicle (BEV)
2021,8,31,98612.0,16,Battery Electric Vehicle (BEV)
2022,5,20,98612.0,17,Battery Electric Vehicle (BEV)
2022,6,23,98612.0,18,Battery Electric Vehicle (BEV)
2022,8,34,98612.0,19,Battery Electric Vehicle (BEV)
2014,1,4,98565.0,1,Battery Electric Vehicle (BEV)
2014,1,2,98588.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2015,5,21,98588.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2016,9,35,98588.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2019,10,41,98588.0,4,Battery Electric Vehicle (BEV)
2021,5,18,98588.0,5,Battery Electric Vehicle (BEV)
2021,11,45,98588.0,6,Battery Electric Vehicle (BEV)
2021,12,50,98588.0,7,Battery Electric Vehicle (BEV)
2022,1,2,98588.0,8,Battery Electric Vehicle (BEV)
2022,3,9,98588.0,9,Battery Electric Vehicle (BEV)
2022,5,21,98588.0,10,Battery Electric Vehicle (BEV)
2022,5,21,98588.0,11,Plug-in Hybrid Electric Vehicle (PHEV)
2022,6,26,98588.0,12,Battery Electric Vehicle (BEV)
2014,1,1,98071.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2013,12,51,99348.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2013,12,51,98851.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2016,10,42,98851.0,2,Battery Electric Vehicle (BEV)
2017,12,50,98851.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2019,2,8,98851.0,4,Battery Electric Vehicle (BEV)
2020,1,3,98851.0,5,Battery Electric Vehicle (BEV)
2021,3,12,98851.0,6,Plug-in Hybrid Electric Vehicle (PHEV)
2021,4,15,98851.0,7,Battery Electric Vehicle (BEV)
2021,4,17,98851.0,8,Battery Electric Vehicle (BEV)
2021,8,34,98851.0,9,Battery Electric Vehicle (BEV)
2022,5,22,98851.0,10,Battery Electric Vehicle (BEV)
2013,12,51,98320.0,1,Battery Electric Vehicle (BEV)
2016,6,25,98320.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2017,9,36,98320.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2017,12,49,98320.0,4,Battery Electric Vehicle (BEV)
2018,11,46,98320.0,5,Battery Electric Vehicle (BEV)
2018,12,52,98320.0,6,Plug-in Hybrid Electric Vehicle (PHEV)
