,zip code,number_registration,Unnamed: 0,Population,household count,"<10,000","10,000~14,999","15,000~24,999","25,000~34,999","35,000~49,999","50,000~74,999","75,000~99,999","100,000~149,999","150,000~199,999",">200,000"
230,98104.0,348,324,13989,7529.0,18.1,8.7,13.1,11.3,9.0,13.3,7.7,9.3,3.4,6.1
231,99362.0,168,504,41752,15165.0,9.1,6.1,10.4,11.1,14.3,19.8,12.1,9.3,4.2,3.5
232,99205.0,80,393,43031,17769.0,7.2,5.2,11.8,12.9,16.8,21.6,14.4,8.0,1.2,0.8
233,99216.0,60,480,25259,10390.0,5.7,4.8,15.2,12.4,18.4,19.3,12.0,8.4,2.7,1.1
234,98546.0,35,145,3118,1134.0,2.8,0.8,6.8,11.4,10.1,25.7,16.2,17.7,5.1,3.3
235,98284.0,109,58,25940,9141.0,7.3,3.8,8.1,9.5,16.5,18.1,14.9,15.3,5.0,1.4
236,98335.0,403,449,25830,9781.0,4.0,1.6,6.5,6.5,9.3,17.9,14.3,17.9,8.4,13.5
237,98662.0,228,161,32457,12007.0,4.4,2.6,11.0,10.3,15.7,22.3,14.0,14.0,3.7,2.1
238,98671.0,254,547,22896,8134.0,3.9,2.0,7.7,7.6,12.6,16.9,19.3,18.8,6.6,4.5
239,98682.0,420,199,56211,18565.0,3.2,2.8,7.6,9.7,13.7,21.8,18.4,16.1,4.5,2.2
240,98686.0,254,200,19212,7237.0,4.4,2.6,4.8,5.6,13.7,18.6,15.2,20.1,8.0,7.1
241,98629.0,97,160,8382,2835.0,5.2,1.5,2.8,4.3,13.6,20.0,18.0,21.9,4.8,7.8
242,98277.0,229,563,37932,15647.0,8.3,3.3,8.1,10.5,16.0,20.6,13.9,13.1,3.9,2.2
243,98271.0,195,172,28509,10204.0,4.5,2.7,5.6,6.9,14.1,24.1,15.0,16.7,7.4,2.9
244,98837.0,103,203,41130,14339.0,7.4,4.7,12.0,11.8,15.3,18.8,13.2,9.7,5.0,2.1
245,98624.0,8,67,1728,718.0,3.1,9.9,15.6,14.3,14.6,23.7,4.2,13.0,1.1,0.6
246,98387.0,195,572,45428,15221.0,4.3,3.5,5.6,7.9,13.9,26.8,15.9,16.3,4.0,1.9
247,98232.0,61,234,4113,1711.0,0.0,4.3,3.5,16.7,16.2,11.2,11.5,26.1,6.3,4.3
248,98225.0,403,279,49240,19623.0,12.3,6.2,13.9,12.2,12.5,17.1,9.8,9.1,4.0,2.8
249,98908.0,129,47,35660,14286.0,3.7,4.2,8.6,11.4,16.0,18.6,13.8,14.6,5.3,3.8
250,98177.0,598,327,19925,7951.0,3.7,2.4,4.1,6.8,7.4,15.7,11.6,19.4,11.7,17.3
251,98155.0,540,7,34174,13261.0,4.1,3.2,8.0,5.3,9.2,18.3,15.0,19.8,8.9,8.1
252,98942.0,40,204,17015,6188.0,4.5,3.6,8.7,9.8,14.1,23.6,13.3,14.6,4.0,3.8
253,98513.0,287,185,34174,12379.0,4.4,2.3,5.0,7.0,13.1,23.5,17.1,18.1,6.2,3.2
254,98953.0,9,257,6936,2033.0,0.3,4.0,7.3,5.4,19.4,28.4,11.7,17.3,2.5,3.6
255,98112.0,771,208,23082,10645.0,4.6,1.3,3.0,5.2,8.3,12.1,9.8,17.6,11.3,26.8
256,98125.0,629,420,39692,18188.0,7.7,4.4,10.6,7.4,12.1,17.8,11.1,13.5,8.0,7.4
257,98122.0,630,426,35445,17119.0,6.4,5.3,7.5,8.0,12.1,16.0,10.8,16.1,6.4,11.4
258,98166.0,335,53,21018,8372.0,4.6,4.0,6.6,8.8,13.1,17.2,13.4,12.9,9.8,9.5
259,98501.0,565,412,41415,16957.0,5.6,3.0,9.3,7.2,12.0,18.0,16.1,17.5,5.4,6.0
260,98403.0,109,406,7758,4299.0,8.3,5.7,7.0,10.4,14.1,20.1,8.4,13.9,6.1,5.9
261,98506.0,238,184,18418,7932.0,5.3,5.5,8.2,7.5,11.9,22.7,12.6,15.9,5.7,4.7
262,98023.0,385,549,50333,17681.0,2.7,2.5,6.8,7.7,12.3,18.8,14.7,21.5,7.1,5.9
263,98373.0,185,369,22885,8550.0,3.0,2.6,6.9,10.0,15.9,21.3,15.6,14.0,6.6,4.0
264,98502.0,437,413,31492,13045.0,9.7,3.8,8.5,7.0,12.6,14.6,13.4,17.7,5.2,7.4
265,98409.0,160,181,23411,9466.0,8.5,5.2,11.2,11.8,15.0,23.3,11.5,11.7,1.5,0.3
266,98375.0,164,370,29732,9595.0,2.5,1.8,5.1,6.3,12.7,22.4,19.4,20.9,5.5,3.3
267,98607.0,533,390,30963,10543.0,2.4,1.2,4.8,6.6,9.0,15.7,15.0,25.0,10.0,10.3
268,98406.0,232,118,23034,9553.0,6.1,3.9,9.5,7.1,11.7,17.5,16.4,17.2,6.6,3.9
269,98008.0,678,104,24763,9038.0,2.4,2.6,4.4,6.8,11.5,14.9,14.4,16.7,10.3,16.0
270,98010.0,104,139,5143,1981.0,4.2,1.6,6.2,8.4,8.4,24.3,8.0,20.1,9.2,9.5
271,98391.0,486,591,48861,16231.0,2.5,1.6,4.2,4.4,9.7,18.5,16.4,25.2,10.4,7.2
272,98012.0,865,425,58206,21330.0,2.4,1.8,4.6,4.9,10.0,16.0,17.4,23.1,11.7,8.1
273,98333.0,132,422,3829,1404.0,2.7,1.6,4.6,2.0,12.0,16.1,17.2,13.3,13.1,17.5
274,98374.0,362,405,38927,13473.0,3.4,3.5,6.9,6.4,10.3,17.0,17.0,22.1,9.1,4.3
275,99301.0,221,458,76388,22467.0,5.8,5.1,8.4,9.1,13.1,22.3,15.9,13.7,3.7,2.9
276,98106.0,347,577,25846,10454.0,6.6,5.5,8.5,10.3,15.5,16.3,11.6,15.6,6.3,3.6
277,98321.0,121,288,15144,5082.0,3.1,2.6,6.1,7.6,9.1,17.3,17.0,22.6,10.9,3.7
278,98105.0,660,27,46514,15779.0,20.2,5.1,7.4,6.7,9.5,12.6,8.0,10.6,6.6,13.3
279,98110.0,757,557,23576,9655.0,3.8,3.4,5.6,5.1,7.7,12.3,9.9,21.5,11.7,18.9
280,98116.0,569,334,25234,11860.0,3.5,1.5,6.2,7.6,11.2,13.8,11.4,17.5,14.9,12.4
281,99016.0,91,13,13634,5092.0,5.0,7.9,7.0,13.1,9.1,24.7,10.9,13.5,4.6,4.3
282,98118.0,590,335,44686,16039.0,10.4,5.1,7.6,9.3,10.3,17.0,12.6,14.7,7.1,5.9
283,98075.0,782,452,23413,7470.0,1.5,1.1,1.8,1.9,3.6,6.8,8.1,21.2,17.3,36.8
284,98119.0,486,559,24567,11911.0,4.4,3.4,5.5,5.5,12.2,16.5,13.2,14.8,7.1,17.4
285,98072.0,867,323,23006,8695.0,3.6,1.6,2.6,5.7,7.6,12.3,11.4,21.2,14.6,19.2
286,98133.0,525,575,47522,21269.0,8.5,5.1,9.5,10.4,12.3,17.0,11.3,15.7,6.4,3.7
287,98332.0,334,345,17208,6354.0,4.4,1.5,4.2,8.2,8.0,16.4,12.8,19.0,9.7,15.7
288,98052.0,1074,439,63724,25255.0,3.4,2.2,3.6,3.9,6.4,13.2,12.2,22.1,13.6,19.4
289,98229.0,411,583,30812,12187.0,4.8,4.4,9.2,11.0,11.8,19.9,12.8,13.8,7.3,4.9
290,98034.0,809,320,42665,17194.0,3.7,3.0,4.0,6.3,11.6,14.6,13.7,22.6,10.7,9.9
291,98258.0,440,282,32370,11052.0,4.2,1.5,3.5,5.4,9.7,18.6,18.2,24.9,9.4,4.7
292,98274.0,153,311,17580,6562.0,5.0,2.2,7.3,9.0,14.3,21.7,13.2,17.4,4.3,5.5
293,98030.0,211,306,37213,11789.0,9.4,3.6,8.2,10.5,13.8,19.0,12.4,16.2,4.3,2.5
294,98108.0,291,442,24351,8336.0,8.8,5.2,10.0,10.2,13.1,16.6,10.4,15.2,6.2,4.3
295,98296.0,450,361,29124,9689.0,3.5,0.9,4.3,2.6,4.3,10.2,19.8,23.6,15.4,15.4
296,98311.0,169,343,27750,9979.0,2.1,2.9,7.3,8.4,12.4,20.6,20.8,16.9,5.8,2.7
297,98029.0,707,552,26486,10547.0,4.0,2.0,3.0,5.3,7.7,11.8,13.9,21.0,11.6,19.7
298,98039.0,240,25,3169,1141.0,4.3,0.4,4.2,1.1,7.2,8.5,3.8,13.2,10.1,47.2
299,98001.0,316,561,31664,10871.0,4.6,2.6,4.8,7.0,11.2,20.8,18.2,18.9,6.8,5.1
